tick,u1,u2,u3,u4,u5,u6,u7,u8
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,30.0,0.0,0.0,3.96614481,0.0,0.0,0.0,0.0
174,21.2353257,0.0,0.0,8.89237594,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,16.2064358,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,21.2830735,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,22.6533876,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,23.0460551,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,23.828691,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,24.5474817,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,25.0114795,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,25.3032495,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,25.4551974,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,25.456262,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,25.302067,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,24.9937423,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,24.5295942,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,23.8980444,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,23.0838893,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,22.1161125,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,21.0263701,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,19.5464488,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,17.4247227,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,16.3211561,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,17.4294996,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,13.1226371,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
201,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
202,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
203,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
204,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
205,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
206,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
207,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
208,26.3706323,0.0,0.0,30.0,0.0,0.0,0.0,0.0
209,21.3760711,0.0,0.0,30.0,0.0,0.0,0.0,0.0
210,22.2628093,0.0,0.0,30.0,0.0,0.0,0.0,0.0
211,26.4922307,0.0,0.0,30.0,0.0,0.0,0.0,0.0
212,18.196877,0.0,0.0,30.0,0.0,0.0,0.0,0.0
213,18.1316768,0.0,0.0,30.0,0.0,0.0,0.0,0.0
214,28.1178562,0.0,0.0,30.0,0.0,0.0,0.0,0.0
215,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
216,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
217,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
218,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
219,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
220,28.4454687,0.0,0.0,30.0,0.0,0.0,0.0,0.0
221,28.1778277,0.0,0.0,30.0,0.0,0.0,0.0,0.0
222,28.3437775,0.0,0.0,30.0,0.0,0.0,0.0,0.0
223,28.1119474,0.0,0.0,30.0,0.0,0.0,0.0,0.0
224,28.0978062,0.0,0.0,30.0,0.0,0.0,0.0,0.0
225,28.1495548,0.0,0.0,30.0,0.0,0.0,0.0,0.0
226,28.1559375,0.0,0.0,30.0,0.0,0.0,0.0,0.0
227,28.1496542,0.0,0.0,30.0,0.0,0.0,0.0,0.0
228,28.152458,0.0,0.0,30.0,0.0,0.0,0.0,0.0
229,28.1573196,0.0,0.0,30.0,0.0,0.0,0.0,0.0
230,28.160029,0.0,0.0,30.0,0.0,0.0,0.0,0.0
231,28.1621137,0.0,0.0,30.0,0.0,0.0,0.0,0.0
232,28.1644086,0.0,0.0,30.0,0.0,0.0,0.0,0.0
233,28.1666061,0.0,0.0,30.0,0.0,0.0,0.0,0.0
234,28.1685612,0.0,0.0,30.0,0.0,0.0,0.0,0.0
235,28.1703543,0.0,0.0,30.0,0.0,0.0,0.0,0.0
236,28.172027,0.0,0.0,30.0,0.0,0.0,0.0,0.0
237,28.1735755,0.0,0.0,30.0,0.0,0.0,0.0,0.0
238,28.1750034,0.0,0.0,30.0,0.0,0.0,0.0,0.0
239,28.1763228,0.0,0.0,30.0,0.0,0.0,0.0,0.0
240,28.1775428,0.0,0.0,30.0,0.0,0.0,0.0,0.0
241,28.1786706,0.0,0.0,30.0,0.0,0.0,0.0,0.0
242,28.1797129,0.0,0.0,30.0,0.0,0.0,0.0,0.0
243,28.1806763,0.0,0.0,30.0,0.0,0.0,0.0,0.0
244,28.1815669,0.0,0.0,30.0,0.0,0.0,0.0,0.0
245,28.1823902,0.0,0.0,30.0,0.0,0.0,0.0,0.0
246,28.1831512,0.0,0.0,30.0,0.0,0.0,0.0,0.0
247,28.1838548,0.0,0.0,30.0,0.0,0.0,0.0,0.0
248,28.1845054,0.0,0.0,30.0,0.0,0.0,0.0,0.0
249,28.1851069,0.0,0.0,30.0,0.0,0.0,0.0,0.0
250,28.1856631,0.0,0.0,30.0,0.0,0.0,0.0,0.0
251,28.1861776,0.0,0.0,30.0,0.0,0.0,0.0,0.0
252,28.1866534,0.0,0.0,30.0,0.0,0.0,0.0,0.0
253,28.1870936,0.0,0.0,30.0,0.0,0.0,0.0,0.0
254,28.1875008,0.0,0.0,30.0,0.0,0.0,0.0,0.0
255,28.1878777,0.0,0.0,30.0,0.0,0.0,0.0,0.0
256,28.1882266,0.0,0.0,30.0,0.0,0.0,0.0,0.0
257,28.1885496,0.0,0.0,30.0,0.0,0.0,0.0,0.0
258,28.1888488,0.0,0.0,30.0,0.0,0.0,0.0,0.0
259,28.189126,0.0,0.0,30.0,0.0,0.0,0.0,0.0
260,28.1893829,0.0,0.0,30.0,0.0,0.0,0.0,0.0
261,28.1896212,0.0,0.0,30.0,0.0,0.0,0.0,0.0
262,28.1898423,0.0,0.0,30.0,0.0,0.0,0.0,0.0
263,28.1900476,0.0,0.0,30.0,0.0,0.0,0.0,0.0
264,28.1902384,0.0,0.0,30.0,0.0,0.0,0.0,0.0
265,28.1904158,0.0,0.0,30.0,0.0,0.0,0.0,0.0
266,28.1905811,0.0,0.0,30.0,0.0,0.0,0.0,0.0
267,28.1907351,0.0,0.0,30.0,0.0,0.0,0.0,0.0
268,28.1908789,0.0,0.0,30.0,0.0,0.0,0.0,0.0
269,28.1910133,0.0,0.0,30.0,0.0,0.0,0.0,0.0
270,28.1911393,0.0,0.0,30.0,0.0,0.0,0.0,0.0
271,28.1912575,0.0,0.0,30.0,0.0,0.0,0.0,0.0
272,28.1913687,0.0,0.0,30.0,0.0,0.0,0.0,0.0
273,28.1914737,0.0,0.0,30.0,0.0,0.0,0.0,0.0
274,28.1915729,0.0,0.0,30.0,0.0,0.0,0.0,0.0
275,28.1916672,0.0,0.0,30.0,0.0,0.0,0.0,0.0
276,28.191757,0.0,0.0,30.0,0.0,0.0,0.0,0.0
277,28.191843,0.0,0.0,30.0,0.0,0.0,0.0,0.0
278,28.1919256,0.0,0.0,30.0,0.0,0.0,0.0,0.0
279,28.1920053,0.0,0.0,30.0,0.0,0.0,0.0,0.0
280,28.1920828,0.0,0.0,30.0,0.0,0.0,0.0,0.0
281,28.1921584,0.0,0.0,30.0,0.0,0.0,0.0,0.0
282,28.1922325,0.0,0.0,30.0,0.0,0.0,0.0,0.0
283,28.1923058,0.0,0.0,30.0,0.0,0.0,0.0,0.0
284,28.1923786,0.0,0.0,30.0,0.0,0.0,0.0,0.0
285,28.1924514,0.0,0.0,30.0,0.0,0.0,0.0,0.0
286,28.1925247,0.0,0.0,30.0,0.0,0.0,0.0,0.0
287,28.1925988,0.0,0.0,30.0,0.0,0.0,0.0,0.0
288,28.1926743,0.0,0.0,30.0,0.0,0.0,0.0,0.0
289,28.1927516,0.0,0.0,30.0,0.0,0.0,0.0,0.0
290,28.1928313,0.0,0.0,30.0,0.0,0.0,0.0,0.0
291,28.1929137,0.0,0.0,30.0,0.0,0.0,0.0,0.0
292,28.1929994,0.0,0.0,30.0,0.0,0.0,0.0,0.0
293,28.193089,0.0,0.0,30.0,0.0,0.0,0.0,0.0
294,28.1931831,0.0,0.0,30.0,0.0,0.0,0.0,0.0
295,28.1932821,0.0,0.0,30.0,0.0,0.0,0.0,0.0
296,28.1933867,0.0,0.0,30.0,0.0,0.0,0.0,0.0
297,28.1934976,0.0,0.0,30.0,0.0,0.0,0.0,0.0
298,28.1936154,0.0,0.0,30.0,0.0,0.0,0.0,0.0
299,28.193741,0.0,0.0,30.0,0.0,0.0,0.0,0.0
300,28.193875,0.0,0.0,30.0,0.0,0.0,0.0,0.0
301,28.1940183,0.0,0.0,30.0,0.0,0.0,0.0,0.0
302,28.1941718,0.0,0.0,30.0,0.0,0.0,0.0,0.0
303,28.1943364,0.0,0.0,30.0,0.0,0.0,0.0,0.0
304,28.1945132,0.0,0.0,30.0,0.0,0.0,0.0,0.0
305,28.1947033,0.0,0.0,30.0,0.0,0.0,0.0,0.0
306,28.1949079,0.0,0.0,30.0,0.0,0.0,0.0,0.0
307,28.1951282,0.0,0.0,30.0,0.0,0.0,0.0,0.0
308,28.1953656,0.0,0.0,30.0,0.0,0.0,0.0,0.0
309,28.1956216,0.0,0.0,30.0,0.0,0.0,0.0,0.0
310,28.1958978,0.0,0.0,30.0,0.0,0.0,0.0,0.0
311,28.1961959,0.0,0.0,30.0,0.0,0.0,0.0,0.0
312,28.1965177,0.0,0.0,30.0,0.0,0.0,0.0,0.0
313,28.1968653,0.0,0.0,30.0,0.0,0.0,0.0,0.0
314,28.1972408,0.0,0.0,30.0,0.0,0.0,0.0,0.0
315,28.1976466,0.0,0.0,30.0,0.0,0.0,0.0,0.0
316,28.1980852,0.0,0.0,30.0,0.0,0.0,0.0,0.0
317,28.1985593,0.0,0.0,30.0,0.0,0.0,0.0,0.0
318,28.1990719,0.0,0.0,30.0,0.0,0.0,0.0,0.0
319,28.1996261,0.0,0.0,30.0,0.0,0.0,0.0,0.0
320,28.2002255,0.0,0.0,30.0,0.0,0.0,0.0,0.0
321,28.2008737,0.0,0.0,30.0,0.0,0.0,0.0,0.0
322,28.2015749,0.0,0.0,30.0,0.0,0.0,0.0,0.0
323,28.2023332,0.0,0.0,30.0,0.0,0.0,0.0,0.0
324,28.2031536,0.0,0.0,30.0,0.0,0.0,0.0,0.0
325,28.204041,0.0,0.0,30.0,0.0,0.0,0.0,0.0
326,28.2050011,0.0,0.0,30.0,0.0,0.0,0.0,0.0
327,28.2060397,0.0,0.0,30.0,0.0,0.0,0.0,0.0
328,28.2071635,0.0,0.0,30.0,0.0,0.0,0.0,0.0
329,28.2083792,0.0,0.0,30.0,0.0,0.0,0.0,0.0
330,28.2096946,0.0,0.0,30.0,0.0,0.0,0.0,0.0
331,28.2111179,0.0,0.0,30.0,0.0,0.0,0.0,0.0
332,28.2126578,0.0,0.0,30.0,0.0,0.0,0.0,0.0
333,28.214324,0.0,0.0,30.0,0.0,0.0,0.0,0.0
334,28.2161268,0.0,0.0,30.0,0.0,0.0,0.0,0.0
335,28.2180776,0.0,0.0,30.0,0.0,0.0,0.0,0.0
336,28.2201883,0.0,0.0,30.0,0.0,0.0,0.0,0.0
337,28.2224723,0.0,0.0,30.0,0.0,0.0,0.0,0.0
338,28.2249436,0.0,0.0,30.0,0.0,0.0,0.0,0.0
339,28.2276177,0.0,0.0,30.0,0.0,0.0,0.0,0.0
340,28.2305113,0.0,0.0,30.0,0.0,0.0,0.0,0.0
341,28.2336423,0.0,0.0,30.0,0.0,0.0,0.0,0.0
342,28.2370303,0.0,0.0,30.0,0.0,0.0,0.0,0.0
343,28.2406963,0.0,0.0,30.0,0.0,0.0,0.0,0.0
344,28.2446632,0.0,0.0,30.0,0.0,0.0,0.0,0.0
345,28.2489557,0.0,0.0,30.0,0.0,0.0,0.0,0.0
346,28.2536006,0.0,0.0,30.0,0.0,0.0,0.0,0.0
347,28.2586266,0.0,0.0,30.0,0.0,0.0,0.0,0.0
348,28.2640653,0.0,0.0,30.0,0.0,0.0,0.0,0.0
349,28.2699503,0.0,0.0,30.0,0.0,0.0,0.0,0.0
350,28.2763184,0.0,0.0,30.0,0.0,0.0,0.0,0.0
351,28.2832092,0.0,0.0,30.0,0.0,0.0,0.0,0.0
352,28.2906656,0.0,0.0,30.0,0.0,0.0,0.0,0.0
353,28.2987341,0.0,0.0,30.0,0.0,0.0,0.0,0.0
354,28.3074649,0.0,0.0,30.0,0.0,0.0,0.0,0.0
355,28.3169124,0.0,0.0,30.0,0.0,0.0,0.0,0.0
356,28.3271354,0.0,0.0,30.0,0.0,0.0,0.0,0.0
357,28.3381975,0.0,0.0,30.0,0.0,0.0,0.0,0.0
358,28.3501677,0.0,0.0,30.0,0.0,0.0,0.0,0.0
359,28.3631205,0.0,0.0,30.0,0.0,0.0,0.0,0.0
360,28.3771365,0.0,0.0,30.0,0.0,0.0,0.0,0.0
361,28.3923031,0.0,0.0,30.0,0.0,0.0,0.0,0.0
362,28.4087147,0.0,0.0,30.0,0.0,0.0,0.0,0.0
363,28.4264734,0.0,0.0,30.0,0.0,0.0,0.0,0.0
364,28.4456899,0.0,0.0,30.0,0.0,0.0,0.0,0.0
365,28.4664838,0.0,0.0,30.0,0.0,0.0,0.0,0.0
366,28.4889846,0.0,0.0,30.0,0.0,0.0,0.0,0.0
367,28.5133327,0.0,0.0,30.0,0.0,0.0,0.0,0.0
368,28.5396796,0.0,0.0,30.0,0.0,0.0,0.0,0.0
369,28.5681877,0.0,0.0,30.0,0.0,0.0,0.0,0.0
370,28.5990353,0.0,0.0,30.0,0.0,0.0,0.0,0.0
371,28.6324232,0.0,0.0,30.0,0.0,0.0,0.0,0.0
372,28.6685541,0.0,0.0,30.0,0.0,0.0,0.0,0.0
373,28.7076104,0.0,0.0,30.0,0.0,0.0,0.0,0.0
374,28.7498654,0.0,0.0,30.0,0.0,0.0,0.0,0.0
375,28.7957909,0.0,0.0,30.0,0.0,0.0,0.0,0.0
376,28.8455011,0.0,0.0,30.0,0.0,0.0,0.0,0.0
377,28.8982884,0.0,0.0,30.0,0.0,0.0,0.0,0.0
378,28.9554422,0.0,0.0,30.0,0.0,0.0,0.0,0.0
379,29.0222635,0.0,0.0,30.0,0.0,0.0,0.0,0.0
380,29.0938774,0.0,0.0,30.0,0.0,0.0,0.0,0.0
381,29.1467465,0.0,0.0,30.0,0.0,0.0,0.0,0.0
382,29.2100069,0.0,0.0,30.0,0.0,0.0,0.0,0.0
383,29.4000236,0.0,0.0,30.0,0.0,0.0,0.0,0.0
384,29.5627604,0.0,0.0,30.0,0.0,0.0,0.0,0.0
385,29.138236,0.0,0.0,30.0,0.0,0.0,0.0,0.0
386,29.0148353,0.0,0.0,30.0,0.0,0.0,0.0,0.0
387,29.9065165,0.0,0.0,30.0,0.0,0.0,0.0,0.0
388,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
389,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
390,23.8910993,0.0,0.0,30.0,0.0,0.0,0.0,0.0
391,23.6889107,0.0,0.0,30.0,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,30.0,0.0,0.0,4.3794725,0.0,0.0,0.0,0.0
394,30.0,0.0,0.0,6.38062664,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,17.0023289,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,22.276036,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,23.7845316,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,24.3122878,0.0,0.0,0.0,0.0
