tick,u1,u2,u3,u4,u5,u6,u7,u8
106,30,0.0,0.0,30,0.0,0.0,0.0,0.0
107,30,0.0,0.0,30,0.0,0.0,0.0,0.0
108,30,0.0,0.0,30,0.0,0.0,0.0,0.0
109,30,0.0,0.0,30,0.0,0.0,0.0,0.0
110,30,0.0,0.0,30,0.0,0.0,0.0,0.0
111,30,0.0,0.0,30,0.0,0.0,0.0,0.0
112,30,0.0,0.0,30,0.0,0.0,0.0,0.0
113,30,0.0,0.0,30,0.0,0.0,0.0,0.0
114,30,0.0,0.0,30,0.0,0.0,0.0,0.0
115,30,0.0,0.0,30,0.0,0.0,0.0,0.0
116,30,0.0,0.0,30,0.0,0.0,0.0,0.0
117,30,0.0,0.0,30,0.0,0.0,0.0,0.0
118,30,0.0,0.0,30,0.0,0.0,0.0,0.0
119,30,0.0,0.0,30,0.0,0.0,0.0,0.0
120,30,0.0,0.0,30,0.0,0.0,0.0,0.0
121,10,0.0,0.0,30,0.0,0.0,0.0,0.0
122,10,0.0,0.0,30,0.0,0.0,0.0,0.0
123,10,0.0,0.0,30,0.0,0.0,0.0,0.0
124,10,0.0,0.0,30,0.0,0.0,0.0,0.0
125,10,0.0,0.0,30,0.0,0.0,0.0,0.0
126,10,0.0,0.0,30,0.0,0.0,0.0,0.0
127,10,0.0,0.0,30,0.0,0.0,0.0,0.0
128,10,0.0,0.0,30,0.0,0.0,0.0,0.0
129,10,0.0,0.0,30,0.0,0.0,0.0,0.0
130,10,0.0,0.0,30,0.0,0.0,0.0,0.0
131,10,0.0,0.0,30,0.0,0.0,0.0,0.0
132,10,0.0,0.0,30,0.0,0.0,0.0,0.0
133,10,0.0,0.0,30,0.0,0.0,0.0,0.0
134,10,0.0,0.0,30,0.0,0.0,0.0,0.0
135,10,0.0,0.0,30,0.0,0.0,0.0,0.0
136,30,0.0,0.0,10,0.0,0.0,0.0,0.0
137,30,0.0,0.0,10,0.0,0.0,0.0,0.0
138,30,0.0,0.0,10,0.0,0.0,0.0,0.0
139,30,0.0,0.0,10,0.0,0.0,0.0,0.0
140,30,0.0,0.0,10,0.0,0.0,0.0,0.0
141,10,0.0,0.0,30,0.0,0.0,0.0,0.0
